0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.59915611814346,1.2575757575757576,1.2883895131086143,1.739884393063584,1.5810276679841897,1.4017857142857142,1.4152542372881356,1.240058910162003,0.5294117647058824,1.5326086956521738,1.882051282051282,1.124031007751938,1.541237113402062,0.4859154929577465,1.4470198675496688,1.5555555555555556,1.3319502074688796,1.3924302788844622,1.2571428571428571,1.375,1.5551601423487544
0.46272855133614627,0.3314393939393939,0.3782771535580524,0.3988439306358382,0.42292490118577075,0.45535714285714285,0.3686440677966102,0.3166421207658321,0.47058823529411764,0.30434782608695654,0.5282051282051282,0.2713178294573643,0.29381443298969073,0.035211267605633804,0.33112582781456956,0.4652777777777778,0.36929460580912865,0.36852589641434264,0.6428571428571429,0.4305555555555556,0.30604982206405695
0.27848101265822783,0.1875,0.18726591760299627,0.3699421965317919,0.26613965744400525,0.19642857142857142,0.24152542372881355,0.19734904270986744,0.17647058823529413,0.25,0.27692307692307694,0.23255813953488372,0.20618556701030927,0.2605633802816901,0.25496688741721857,0.18055555555555555,0.3070539419087137,0.23306772908366533,0.3142857142857143,0.2777777777777778,0.18861209964412812
0.11673699015471167,0.11174242424242424,0.056179775280898875,0.11560693641618497,0.08827404479578392,0.09821428571428571,0.1059322033898305,0.0780559646539028,0.0,0.0,0.03076923076923077,0.0,0.05154639175257732,0.04225352112676056,0.056291390728476824,0.034722222222222224,0.08713692946058091,0.061752988047808766,0.04285714285714286,0.06944444444444445,0.060498220640569395
0.15611814345991562,0.1590909090909091,0.11235955056179775,0.2658959537572254,0.16205533596837945,0.25,0.1694915254237288,0.16642120765832105,0.058823529411764705,0.2391304347826087,0.24615384615384617,0.07751937984496124,0.10051546391752578,0.0,0.2119205298013245,0.027777777777777776,0.14522821576763487,0.0697211155378486,0.14285714285714285,0.1388888888888889,0.13167259786476868
0.6666666666666666,0.38636363636363635,0.5917602996254682,0.5028901734104047,0.7602108036890646,0.7678571428571429,0.5,0.6067746686303387,0.9411764705882353,0.1956521739130435,0.3487179487179487,0.5891472868217055,0.5438144329896907,0.23943661971830985,0.8278145695364238,0.5555555555555556,0.6804979253112033,0.6135458167330677,0.5285714285714286,1.0555555555555556,0.6832740213523132
0.2911392405063291,0.24053030303030304,0.2883895131086142,0.3699421965317919,0.25823451910408435,0.22321428571428573,0.1906779661016949,0.22974963181148747,0.17647058823529413,0.9239130434782609,0.2153846153846154,0.16279069767441862,0.25773195876288657,0.2323943661971831,0.3708609271523179,0.1875,0.25311203319502074,0.1553784860557769,0.2,0.2916666666666667,0.24199288256227758
0.052039381153305204,0.02462121212121212,0.011235955056179775,0.017341040462427744,0.05401844532279315,0.0,0.01694915254237288,0.007363770250368188,0.0,0.11956521739130435,0.17435897435897435,0.046511627906976744,0.010309278350515464,0.02112676056338028,0.013245033112582781,0.0,0.04979253112033195,0.02390438247011952,0.0,0.0,0.046263345195729534
0.07735583684950774,0.01893939393939394,0.0149812734082397,0.011560693641618497,0.06719367588932806,0.07142857142857142,0.05084745762711865,0.044182621502209134,0.17647058823529413,0.0,0.06666666666666667,0.015503875968992248,0.041237113402061855,0.028169014084507043,0.026490066225165563,0.05555555555555555,0.05394190871369295,0.04183266932270916,0.0,0.09722222222222222,0.014234875444839857
0.5316455696202531,0.36174242424242425,0.49812734082397003,0.4797687861271676,0.7180500658761528,0.5892857142857143,0.3940677966101695,0.5139911634756995,0.7647058823529411,0.33695652173913043,0.7743589743589744,0.24031007751937986,0.45618556701030927,0.14788732394366197,0.6225165562913907,0.5277777777777778,0.5892116182572614,0.599601593625498,0.4857142857142857,0.3472222222222222,0.4128113879003559
